346,11291401837
348,17002876643
350,16808773277
352,30750892801
354,4302407359
356,24355072517
358,16792321339
360,20068818197
362,35877724601
364,25425617317
366,20108776097
368,51430518413
370,59942358571
372,20404137779
374,23064761663
376,16161669787
378,38116957819
380,23323808741
382,10726904659
384,20678048297
386,35238645587
388,156798792223
390,53241805651
392,117215204531
394,22367084959
396,50806025873
398,40267027589
400,47203303159
402,44293346177
404,144999022043
406,49306638307
408,134664608389
410,98276144093
412,124221464119
414,49914935177
416,121972158437
418,129300694603
420,82490815123
422,280974865361
424,264495345259
426,180265084403
428,219950168411
430,250964194171
432,87241770619
434,127084569923
436,367459059871
438,101328529441
440,141846299801
442,417470554687
444,36172730063
446,190418076203
448,402872474743
450,63816175447
452,466855187471
454,202530831163
456,25056082087
458,304040251469
460,131956235563
462,400729567081
464,42652618343
466,565855695631
468,127976334671
470,681753256133
472,865244709607
474,182226896239
476,725978934347
478,367766547571
480,482423533897
482,1051602787181
484,767644374817
486,241160624143
488,1275363152099
490,297501075799
492,910361180689
494,804541404419
496,880318998907
498,428315806823
500,303371455241
502,1258535916601
504,747431049203
506,1339347750707
508,1841086484491
510,2209016910131
512,1999066711391
514,304599508537
516,416608695821
518,2296497058133
520,2336167262449
522,1214820695701
524,2256065636039
526,1620505682371
528,1529741785139
530,2205492372371
532,461690510011
534,614487453523
536,5371284217763
538,2122536905311
540,738832927927
542,2707053887651
544,2652427555639
546,2164206784721
548,3380058341279
550,2496646209271
552,2210401546601
554,3621153039299
556,4338624362173
558,5263973982823
560,4260199366373
562,2081209441279
564,1480064231153
566,4897642179197
568,6010330572331
570,4442109925217
572,5441175346967
574,3108794067079
576,8817792098461
578,7552870120721
580,9383081340541
582,1346294310749
584,6993007248239
586,6364466316577
588,1408695493609
590,20761252261751
592,3410069454097
594,5499789519863
596,10487995154603
598,5614481773561
600,4872634110067
602,1968188556461
604,5439564948583
606,12112937821403
608,20767330530329
610,9105981382177
612,13397310636587
614,17418754709747
616,8095224517651
618,4165633395149
620,9344093035661
622,13059969946711
624,24923033918059
626,33605480400197
628,34140047613391
630,12644461143649
632,45678685880759
634,17659394869309
636,9483480841753
638,17499522060011
640,22099408494481
642,14141685364577
644,41433781612373
646,51027160468351
648,9787731507761
650,5120731250207
652,2614941710599
654,54916086007427
656,65862966031241
658,39883132551139
660,10653514291843
662,11082394066097
664,38745678640849
666,18691113008663
668,28340177964929
670,47137733785861
672,26456514142099
674,7177162611713
676,78610833115261
678,37970994487033
680,82385435331119
682,41459443375351
684,30236507704253
686,74014757794301
688,110526670235599
690,15712145060693
692,43603583701331
694,62088893223739
696,23333096984797
698,33785727371453
700,14998144209049
702,19786638118631
704,97731545943599
706,35625755878981
708,143679495784681
710,138965383978937
712,106749746034601
714,49639993268989
716,13829048559701
718,82342388119111
720,111113196467011
722,218356872845927
724,59692452738913
726,156100489308167
728,57723522921803
730,24179270588173
732,140085225001801
734,154312610974979
736,161443383249583
738,143282994823909
740,57360609786539
742,189442329715069
744,42610475373269
746,184219698008123
748,172373989611793
750,145508250945419
752,255294593822687
754,219831875554399
756,70099348325843
758,47581758352253
760,98103148488133
762,144895907074481
764,323811481625339
766,19581334192423
768,423683030575549
770,214198375528463
772,186129514280467
774,469789142849483
776,187865909338091
778,42842283925351
780,471911699384963
782,726507223559111
784,497687231721157
786,554544106989673
788,96949415903999
790,678106044936511
792,244668132223727
794,673252372176533
796,1271309838631957
798,309715100117419
800,486258341004083
802,913982990753641
804,90874329411493
806,171231342420521
808,546609721879171
810,518557948410967
812,1710270958551941
814,827873854500949
816,632213931500513
818,860149012919321
820,497067290087413
822,799615339016671
824,1330854031506047
826,407835172832953
828,807201813046091
830,507747400047473
832,243212983783999
834,743844653663833
836,880772773476623
838,1384201395984013
840,670250273356109
842,1142191569235289
844,782685877447783
846,1045130023589621
848,2537070652896083
850,2441387599467679
852,1432204101894959
854,1361832741886937
856,1392892713537313
858,1464551007952943
860,844893392671019
862,425746080787897
864,2298355839009413
866,2759317684446707
868,1420178764273021
870,1598729274799313
872,455780714877767
874,1466977528790023
876,1125406185245561
878,2705074880971613
880,277900416100927
882,3371055452381147
884,1385684246418833
886,4127074165753081
888,2389167248757889
890,3346735005760637
892,2606748800671237
894,2508853349189969
896,3720181237979117
898,4198168149492463
900,2069461000669981
902,1555616198548067
904,3182353047511543
906,218209405436543
908,2126985673135679
910,1744027311944761
912,2819939997576017
914,3780822371661509
916,1189459969825483
918,2406868929767921
920,4020057623095403
922,4286129201882221
924,1686994940955803
926,6381944136489827
928,10244316228469423
930,3877048405466683
932,10676480515967939
934,8775815387922523
936,2053649128145117
938,3945256745730569
940,9438544090485889
942,10369943471405191
944,4698198022874969
946,8445899254653313
948,5806170698601659
950,5000793739812263
952,3441724070563411
954,8909512917643439
956,7664508840731297
958,6074186033971933
960,5146835719824811
962,9492966874626647
964,5241451254010087
966,5158509484643071
968,19124990244992669
970,10048813989052669
972,4452510040366189
974,10773850897499933
976,14954841632404033
978,12040807275386881
980,19403684901755939
982,18730085806290949
984,11666708491143997
986,34847474118974633
988,11678629605932719
990,2764496039544377
992,4941033906441539
994,3614455901007619
996,14693181579822451
998,11813551133888459
1000,22439962446379651
1002,14595374896200821
1004,7548471163197917
1006,37343192296558573
1008,5356763933625179
1010,21743496643443551
1012,22972837749135871
1014,13206732046682519
1016,25488154987300883
1018,37967240836435909
1020,24873160697653789
1022,10501301105720969
1024,22790428875364879
1026,14337646064564951
1028,16608210365179331
1030,21028354658071549
1032,19449190302424919
1034,11453766801670289
1036,36077433695182153
1038,28269785077311409
1040,46246848392875127
1042,33215047653774409
1044,7123663452896833
1046,25702173876611591
1048,88089672331629091
1050,13893290219203981
1052,89219242873419107
1054,26014156620917407
1056,11765987635602143
1058,28642379760272723
1060,15114558265244791
1062,15500910867678727
1064,43614652195746623
1066,98436147540371287
1068,23900175352205171
1070,83122134991935569
1072,40433690575714297
1074,33288359939765017
1076,20931714475256591
1078,72638824545480979
1080,50393998281635599
1082,65850655232778077
1084,41762363147589283
1086,91279735474288321
1088,86140861070845751
1090,68402499016330903
1092,78120687162386527
1094,139033656446725643
1096,85302586561540801
1098,25016149672697549
1100,21475286713974413
1102,39793570504639117
1104,100782668521266887
1106,29835422457878441
1108,43986327184963729
1110,98478363965750941
1112,114325788973753817
1114,198887512806988729
1116,183670944093871963
1118,78661510510855829
1120,19182559946240569
1122,31068473876462989
1124,203153416523088323
1126,102747074635818793
1128,57701567767397551
1130,128626712407417247
1132,1693182318746371
1134,59847994456941689
1136,180522639380365181
1138,157238558611311811
1140,79017505670475503
1142,94806694814591819
1144,236552906662007587
1146,60592199607166471
1148,120851132995428191
1150,293464161465135373
1152,125996288873077487
1154,172875009928864583
1156,78944802602538877
1158,74224828152967109
1160,58904398834827743
1162,154590409516822759
1164,216345819354183383
1166,61499427052410467
1168,213246910999548949
1170,125160515463958367
1172,400240934741322419
1174,67777708053772723
1176,200984626360730041
1178,371964537401929403
1180,181042197317796421
1182,172766268126495557
1184,43841547845541059
1186,404444692323376357
1188,349406882169475043
1190,83673835565278157
1192,703390724952490921
1194,272671045607764619
1196,204757944249503741
1198,55350776431903243
1200,399081457010391689
1202,819615344996114321
1204,443136926113560739
1206,475086744253214827
1208,1331711247969025019
1210,467250693994588501
1212,460909189461777919
1214,505283911484360249
1216,577900021137712561
1218,140935513411946599
1220,80873624627234849
1222,771097525313900857
1224,203986478517455989
1226,1169292497427924131
1228,843649638178223431
1230,892327717188081079
1232,637183034848138127
1234,423956456398811659
1236,999195046759853777
1238,991215618225244991
1240,1059422001388912327
1242,675147036415334159
1244,854284995847812563
1246,612702185805985321
1248,218034721194214273
1250,733214931813155339
1252,1032032088646806901
1254,416961298104009067
1256,571726134106027067
1258,335806927576651033
1260,542411771944351871
1262,1087112900219554391
1264,1798556720194308703
1266,727082020527468413
1268,977147715704817539
1270,882943713911424097
1272,305405826521087869
1274,1430953616048277509
1276,445249915053000907
1278,1011286887276072703
1280,1024528376045432807
1282,1421604699797863297
1284,697543681633814903
1286,1450329672253364801
1288,1134477539738474479
1290,2980707563031238363
1292,494653394305448051
1294,1868326184764055803
1296,1799235198379903447
1298,1739018026817067239
1300,1141041866384833123
1302,1731080876394228577
1304,1188134379382395323
1306,3278018069102480227
1308,749565457554371299
1310,1918586799657617591
1312,1396487719253403577
1314,1214119646547613277
1316,2187394669865744117
1318,2216270859803142601
1320,605046330029026447
1322,1106028436187467937
1324,2937020849713856977
1326,2075069444143279153
1328,352521223451364323
1330,2918478076849134103
1332,3103251464536797599
1334,2722012569747681653
1336,2221899288238768093
1338,2927648057268473633
1340,1954317467127310787
1342,1578169106141187727
1344,753917635380895597
1346,4646044042396639877
1348,3754930427730628273
1350,1180351752204137089
1352,4459397360427487997
1354,2805562883448462853
1356,401429925999153707
1358,523255220614645319
1360,1153277647303540597
1362,3937457950646269397
1364,1051140888051230423
1366,5662268059649697577
1368,4105079953458040849
1370,418032645936712127
1372,4219088970046367161
1374,2812814235281609869
1376,5468779003189090187
1378,5412399181863804469
1380,1031501833130243273
1382,11320694552053653731
1384,7421944961369698183
1386,3449340080274651527
1388,2975205524123301149
1390,3492657661005161107
1392,1480032037939634731
1394,6910128698372846693
1396,8382021357433147093
1398,2424708729726767749
1400,3431657795858378003
1402,10103695526434940251
1404,7529566736915883083
1406,8987860411525737317
1408,4834864424015986771
1410,2635281932481539903
1412,13533471241504919417
1414,15170997176864748337
1416,3750992529339978877
1418,3725235533504101511
1420,9984196949838014041
1422,6124339150787745169
1424,13512363187520983367
1426,6508776242818491391
1428,7161997391085310681
1430,4606937813294064947
1432,84218359021503505748941
1434,5013757591652095753
1436,17494076304651094403
1438,17554325571496337149
1440,4253027105513399527
1442,804212830686677669
1444,91008005972217030656653
1446,9656919634106230133
1448,5295442011781310951
1450,9808299410025809701
1452,5642831456340753611
1454,3219107182492871783
1456,6446080171984989091
1458,91008005946943131136471
1460,16952841674089990313
1462,7787601252820494607
1464,11243131368574587263
1466,7547190328070365163
1468,5662789033400271433
1470,13193289465222402713
1472,86218359339887747268047
1474,383125781171409136307917
1476,1425172824437699411
1478,531003024200344806027041
1480,461003024868247915125547
1482,12685915882452557351
1484,73801917125338389287387
1486,11596084211508428503
1488,5733241593241196731
1490,7562321651334729221
1492,316129781931380000239027
1494,11312044110819306577
1496,157169791076572756411427
1498,512152024202519512101751
1500,5770048436461955692099
1502,9586724781371233277
1504,253169789949009657060949
1506,14950212737555571061
1508,90222023473132140911693
1510,6787988999657777797
1512,94300023928555118094019
1514,407157025236974485914323
1516,804129785116002444535417
1518,90878026146410320319899
1520,253169789816132426550317
1522,511125438130918347478759
1524,321118702204796464465487
1526,15570628755536096243
1528,373125439110289088473021
1530,17678654157568189057
1532,541125437432624695426031
1534,511125438233180134480537
1536,365125479831480440522173
1538,89710026486429798992891
1540,4002619183924011786913
1542,386129781045655719636997
1544,90008005599853798224983
1546,804129785157132937665433
1548,316129781674683983721599
1550,18361375334787046697
1552,876129783640337274493519
1554,156125481875506479892793
1556,413139024725895827274791
1558,3201211026096992172885613
1560,156125482244715684723361
1562,3301311026130755902574909
1564,89710026176773836945217
1566,2513007025963463586387241
1568,506169788578597518312989
1570,654774025979872326628579
1572,511125438041415299421601
1574,88409026124861029148819
1576,50011026000985432236994141
1578,444888024000161880076721
1580,90111023769130809399029
1582,4771561025190978473357407
1584,92008005233975799174049
1586,808129786082486355062717
1588,153125481414651411510001
1590,507139024133574480779581
1592,20383026002229098626547639
1594,5701963804766267176483453
1596,519125479346441609466023
1598,645600025854624019250411
1600,929125470064749912335467
1602,348125468109010265299271
1604,227125476252860770095113
1606,5111827025410880328372583
1608,4417837025271189172082513
1610,1689619025236598760976829
1612,91008005685955879916401
1614,50011026000605167554818833
1616,50503126001280209002157267
1618,88148378027905948598974153
1620,601559025236668271908379
1622,84523126003293348705947939
1624,93310024192891977362587
1626,829125472095488458309583
1628,88409025774659694609269
1630,10503126003077789930911879
1632,671442875163990116829497
1634,822125462857195122741779
1636,2417837025702997028843443
1638,506169788449647021511111
1640,10148375028695776627340501
1642,50011026001254085912788547
1644,275125480759770276082019
1646,79139658026044243740847151
1648,10234026002878309225086799
1650,461003025023148162667033
1652,90523126001136840586142237
1654,908600025159019423417933
1656,2668123000582492119464617
1658,38283026000105876456447549
1660,39753026000841430736202739
1662,40503126001716558768993799
1664,161023337027912452750278023
1666,50234026000970339549409247
1668,157169790357596057379929
1670,333245298028562639400861353
1672,5013267025248268009777159
1674,73283026003973067104501339
1676,10234026003107509182675341
1678,50148375026035070947338349
1680,1409619025494896363461087
1682,83753026001934316187838497
1684,110449654697555438112561319
1686,17853322005951711516168487
1688,197021551027975628706026789
1690,4601311025550610228138711
1692,817125469610972857731061
1694,4871005025825741055913559
1696,161023337028310365631639753
1698,55723122040086608203258649
1700,313245698033230889150530529
1702,69361551050100334908440329
1704,90523126002117844475997013
1706,261023337027413737623820943
1708,172233338035577973225937699
1710,708664733765282327176751
1712,363253313027185154998755239
1714,3681804411029893987474470217
1716,169206313035910497586224637
1718,96523126000774442796493001
1720,191506729036081185032535079
1722,80184269026465047227041177
1724,198245298028294569694862807
1726,1863007027058448917031433
1728,42461577000200688572056091
1730,302233338032699490171225683
1732,84199650026160877110518461
1734,50754026000858414432532293
1736,124127829027210048144492593
1738,1985698761742223986651814371
1740,30011026001827477703636173
1742,3281312000028041064344397077
1744,90523126002091526467218463
1746,37039655026277896461956917
1748,3717737905029238085958241901
1750,475135024904107611376237
1752,37039655026170596199293657
1754,72753026003121484051877369
1756,531506722030087317322633423
1758,191506729036672524811449829
1760,169206313037524085550011021
1762,86283026003161194576775057
1764,198245298028246350476778643
1766,9242091025170776894993897
1768,414127829027107949907596749
1770,361023337029651191344064387
1772,931506729027818356495510979
1774,161023337028376633976274427
1776,90523126002000439101137111
1778,314206313032559556437705819
1780,4591958808448499496305287
1782,931506729027974407041540707
1784,5020547613028019048897910089
1786,508253313027343345210322131
1788,531506722032894991035261461
1790,253022127027824187693016727
1792,644853313030609631743421827
1794,2681804411030796838102390267
1796,663853313028090003058817561
1798,517021551027178550547527491
1800,211506729033894836038769081
1802,6101239311029812830316130021
1804,183245698038521377016396923
1806,94283026000460650817643547
1808,91084263026046832262353511
1810,227021551027737529987065469
1812,185265722028138732845783509
1814,167021551028816331494487719
1816,2681804411030756891181329527
1818,361023337029228675738125911
1820,5739248000028792850873302491
1822,4603737621033901941540708091
1824,191506729036347786101707879
1826,5972248000023708695939463647
1828,29045119029001231341899676133
1830,86087256026428977676556479
1832,7500230000000254312587886349
1834,612233338029577635338157403
1836,7500230000004410741095419811
1838,7051230000020674054592576303
1840,512233338030056680994432863
1842,3001549619028368687092343141
1844,191506729038361825489489313
1846,7500230000005824418875087691
1848,2518970080811424228048297851
1850,622337118707239085237867807
1852,3883778117029429378726839157
1854,91283026002272823778115587
1856,5851230000021967795781669357
1858,4101238311033979111838291509
1860,172233338035661427996026473
1862,16107428778766062769433544071
1864,484458149616032368701456021079
1866,612233338029038274818850137
1868,8104778551030016778369544613
1870,531506722032495269637700891
1872,183245698035574395968790427
1874,98731233432030301788380501897
1876,94381705258295181151295669737
1878,21119471029029007664840376149
1880,93825139554000834758506871159
1882,8511230000017373935165665319
1884,5844230000028765302725127593
1886,4521777371028957272039263763
1888,7500230000005019060037933673
1890,3733289118707267491829280101
1892,8761007116028125697454115487
1894,5603737621032667844132289397
1896,17817006514740891827868262213
1898,15600350800200231835802693153
1900,4883778117028144439778057967
1902,3521777371029774497617670861
1904,927619616117030224870646906207
1906,65013315500001000157495421077531
1908,16967428778771122673539497533
1910,8101238311029153282478027583
1912,93010225055029330341377130337
1914,3883778117029553360606784223
1916,3039248000030181434897238311
1918,4392804445028608016009081833
1920,2844230000030892453360363713
1922,4611238371029716324077383681
1924,6101238311031688672705309009
1926,21124471029101398728988856797
1928,93777234437033872048058808383
1930,93777234437032666433522975959
1932,29045119029001077581773468231
1934,3001549619029361061238343309
1936,161023337027994323152086013
1938,8012239000018115133439311463
1940,892340838549031853833349514503
1942,16107428778765313805063526049
1944,3044230000030128405583745033
1946,6101239311030479007754228103
1948,16107428778765206909298916249
1950,15600350800200591840837572687
1952,45154861419265032079255464330641
1954,4521777371028573501293031019
1956,2304607319542032497749866213061
1958,631337750259693153112235938121
1960,6670605040015867559498340553
1962,83723413734029484073263062011
1964,17361011751029174933335986203
1966,801451149611030624254364873641
1968,16817006514738017659250207459
1970,5887250233904031284472398660693
1972,78965098027967495955787825381
1974,6139248000028643882072689133
1976,5570675040016229618538921497
1978,15251000000439240915164391943
1980,8051230000019922137852468729
1982,7500230000011523034496281371
1984,20282409603651671079340215344953
1986,3809205709418032358337519745171
1988,917123687913032561163805565423
1990,685245298027055418345996361
1992,801451149611030245636120895591
1994,6021312001028259683626568699
1996,85982514713000000005643994785767
1998,1611281318552031378980232272063
